,name_used,summary
decumbent corydalis rhizome,Glossary of botanical terms,"This glossary of botanical terms is a list of definitions of terms and concepts relevant to botany and plants in general. Terms of plant morphology are included here as well as at the more specific Glossary of plant morphology and Glossary of leaf morphology. For other related terms, see Glossary of phytopathology and List of Latin and Greek words commonly used in systematic names."
deer velvet,deer velvet,"Velvet antler is the whole cartilaginous antler in a precalcified growth stage of the Cervidae family including the species of deer such as elk, moose, and caribou. Velvet antler is covered in a hairy, velvet-like ""skin"" known as velvet and its tines are rounded, because the antler has not calcified or finished developing. Velvet antler preparations are sold in China as part of traditional Chinese medicine, and in the United States and some other countries as a dietary supplement."
dendrobium,dendrobium,"Dendrobium is a genus of mostly epiphytic and lithophytic orchids in the family Orchidaceae. It is a very large genus, containing more than 1,800 species that are found in diverse habitats throughout much of south, east and southeast Asia, including China, Japan, India, the Philippines, Indonesia, Australia, New Guinea, Vietnam and many of the islands of the Pacific. Orchids in this genus have roots that creep over the surface of trees or rocks, rarely having their roots in soil. Up to six leaves develop in a tuft at the tip of a shoot and from one to a large number of flowers are arranged along an unbranched flowering stem. Several attempts have been made to separate Dendrobium into smaller genera, but most have not been accepted by the World Checklist of Selected Plant Families."
devil's claw,Harpagophytum,"Harpagophytum ( HAR-pə-GOF-it-əm), also called grapple plant, wood spider and most commonly devil's claw, is a genus of  plants in the sesame family, native to southern Africa. Plants of the genus owe their common name ""devil's claw"" to the peculiar appearance of their hooked fruit. Several species of North American plants in genus Proboscidea and certain species of Pisonia are however also known by this name. Devil's claw's tuberous roots are used in folk medicine to reduce pain."
dhea,dhea,"Dehydroepiandrosterone (DHEA), also known as androstenolone, is an endogenous steroid hormone. It is one of the most abundant circulating steroids in humans, in whom it is produced in the adrenal glands, the gonads, and the brain. It functions as a metabolic intermediate in the biosynthesis of the androgen and estrogen sex steroids both in the gonads and in various other tissues. However, DHEA also has a variety of potential biological effects in its own right, binding to an array of nuclear and cell surface receptors, and acting as a neurosteroid and modulator of neurotrophic factor receptors.In the United States, DHEA is sold as an over-the-counter supplement, and medication, called prasterone."
dioscoreae hypoglaucae rhizoma,Tianma Wan,"Tianma Wan (Chinese: 天麻丸) is a blackish-brown pill used in Traditional Chinese medicine to ""relieve rheumatism, alleviate muscle contracture, remove obstructions from collaterals and channels, promote blood circulation and relieve pain"". It is slightly aromatic and tastes slightly sweet and bitter. It is used where there is ""deficiency of liver and kidney, stagnation of wind-damp marked by muscle contracture and numbness of the limbs, aching in the loins and legs"". The binding agent of the pill is honey."
dittany root bark,Hecate,"Hecate or Hekate (; Ancient Greek: Ἑκάτη, Hekátē) is a goddess in ancient Greek religion and mythology, most often shown holding a pair of torches or a key and in later periods depicted in triple form.
She is variously associated with crossroads, entrance-ways, light, magic, witchcraft, knowledge of herbs and poisonous plants, ghosts, necromancy, and sorcery.
She appears in the Homeric Hymn to Demeter and in Hesiod's Theogony, where she is promoted strongly as a great goddess.
The place of origin of her following is uncertain, but it is thought that she had popular followings in Thrace.Hecate was one of the main deities worshipped in Athenian households as a protective goddess and one who bestowed prosperity and daily blessings on the family.
In the post-Christian writings of the Chaldean Oracles (2nd–3rd century CE) she was regarded with (some) rulership over earth, sea, and sky, as well as a more universal role as Saviour (Soteira), Mother of Angels and the Cosmic World Soul."
dong quai,dong quai,"Angelica sinensis, commonly known as dong quai（ Chinese :当归 ） or ""female ginseng"" is a herb from the family Apiaceae, indigenous to China. Angelica sinensis grows in cool high altitude mountains in China, Japan, and Korea. The yellowish brown root of the plant is harvested in fall and is a well-known Chinese medicine used over thousands of years.

"
dried ginger,dried ginger,"Ginger (Zingiber officinale) is a flowering plant whose rhizome, ginger root or ginger, is widely used as a spice and a folk medicine.
It is a herbaceous perennial which grows annual pseudostems (false stems made of the rolled bases of leaves) about one meter tall bearing narrow leaf blades.
The inflorescences bear pale yellow with purple flowers and arise directly from the rhizome on separate shoots.Ginger is in the family Zingiberaceae, which also includes turmeric (Curcuma longa), cardamom (Elettaria cardamomum), and galangal.
Ginger originated in Island Southeast Asia and was likely domesticated first by the Austronesian peoples.
It was transported with them throughout the Indo-Pacific during the Austronesian expansion (c.
5,000 BP), reaching as far as Hawaii.
Ginger is one of the first spices to have been exported from Asia, arriving in Europe with the spice trade, and was used by ancient Greeks and Romans."
dwarf lilyturf root,dwarf lilyturf root,"Liriope muscari is a species of low, herbaceous flowering plants from East Asia. Common names in English include big blue lilyturf, lilyturf, border grass, and monkey grass. It is a perennial with grass-like evergreen foliage and lilac-purple flowers which produce single-seeded berries on a spike in the fall."
emblic,Emilio Navaira,"Emilio H.
Navaira III (August 23, 1962 – May 16, 2016) was an American singer-songwriter of Tejano and country music.
He is the winner of one Grammy Award and one Latin Grammy Award.
Known to most by the mononym Emilio, he charted more than ten singles on the Billboard Hot Latin Tracks charts, in addition to six singles on the Billboard Hot Country Singles & Tracks charts.
Emilio was also one of the few Tejano artists to have significant success in both the United States and Mexico, and was called the ""Garth Brooks of Tejano"".
His biggest country hit was the No. 27 ""It's Not the End of the World"" in late 1995, and his highest-charting single on any chart is ""Por Siempre Unidos,"" which peaked at No. 7 on Latin Pop Airplay in 1996.
Along with Selena, Emilio was one of the most prominent artists that helped popularize Tejano music."
