,name_used,summary
Herba Plantaginis,Plantago asiatica,"Acid, neutral and basic (alkaline) soils are suitable for this plant.Plantago asiaticaThe plant is a perennial herb that up to 20–60 cm (8–24 in) and has short and thick rootstock with numerous fibrous and fasciculate roots.
The fruits are oval-shaped pyxis of 3.5 mm (0.1 in) high and 2 mm (0.08 in)m wide, which have four black seeds inside that are up to 1.8 mm (0.07 in) long.The plant can be a weed in uplands, fields and gardens and it can host aphid and red spider.
The seed gel extract can work as a lubricant to promote laxation of humans, and the PSE (Plantago asiatica L.
Patients cannot take lithium or carbamazepine with plantain at the same time.Plantago asiatica can cause side effects, such as anaphylaxis, chest congestion, sneezing, watery eyes, occupational asthma, and gastric concretion.The plant is suitable for cooking with grains and stews, and it can also be added to herbal wines.The leaves of the plant are used in many Japanese dishes, especially soups."
Herba Portulacae,Halimeda,"Halimeda is a genus of green macroalgae.
Whole meadows may consist of a single individual alga connected by fine threads running through the substrate.Halimeda is responsible for distinctive circular deposits in various parts of the Great Barrier Reef on the north-east coast of Queensland, Australia.
Halimeda beds form in the western or lee side of outer shield reefs where flow of nutrient-rich water from the open sea allows them to flourish, and are the most extensive, actively accumulating Halimeda beds in the world.
The genus is one of the best studied examples of cryptic species pairs due to morphological convergence within the marine macroalgae.
Some species grow so vigorously in tropical lagoons that the sediment is composed solely of the remains of their tissues, forming a calcareous ""Halimeda sand"".
In fact some tropical reef systems, such as atolls, consist largely of Halimeda sand accumulated over the aeons.""Deepwater seagrass and Halimeda: lost lawns of the outer shelf"",
Great Barrier Reef Marine Park Authority, retrieved 10 November 2006"
Herba Schizonepetae,Schizonepeta,"Schizonepeta (Japanese catnip) is a genus of herbs.
It should not be confused with the true catnips of the genus Nepeta (also Lamiaceae) known for their euphoria-inducing effect on domestic cats.
Used as a medicinal herb, Schizonepeta tenuifolia is cultivated chiefly in the provinces of Jiangsu, Zhejiang and Jiangxi, China.
Other names include Herba seu Flos Schizonepetae Tenuifoliae, keigai (Japanese), and hyonggae (Korean).Schizonepeta tenuifolia contains the following constituents:
four monoterpenes: (−)-menthone, (+)-pulegone, (−)-limonene and (+)-menthofuran as the main bio-active and toxic constituents.
additional compounds: 1-octen-3-ol, 3-octanone, β-myrcene, and β-caryophyllene.Catnip (Nepeta cataria)In animal studies, Schizonepeta tenuifolia extracts in high doses exhibit immunomodulation of the inflammatory response by regulating cytokine release, specifically the release of Th1 and Th2 cytokines from T cells as well as the unprimed CD4 T cells from differentiating into Th1 and Th2 cells.
Schizonepeta also interrupts histamine release from mast cells to inhibit allergic reactions in rats."
Herba Scutellariae barbatae,Herba Scutellariae barbatae,"Scutellaria barbata, the barbed skullcap, is a species of flowering plant in the mint family, Lamiaceae. It is native to Asia.It is a perennial herb generally reaching up to 35 centimeters tall, sometimes taller. The lightly toothed leaves are somewhat lance-shaped or triangular and up to about 3 centimeters long. The flowers are borne on pedicels that have tiny, sharp bracteoles. The purple-blue, lightly hairy flower corolla is roughly a centimeter long. The plant grows in moist and wet habitat, such as paddy fields.As an herb used in traditional Chinese medicine it is known as Ban Zhi Lian (Chinese: 半枝莲; pinyin: bànzhīlián).Some selected chemical constituents of skullcap include:"
Herba Swertiae,List of kampo herbs,"In 1967, the Japanese Ministry of Health, Labour and Welfare approved four kampo medicines for reimbursement under the National Health Insurance (NHI) program.
In 1976, 82 kampo medicines were approved by the Ministry of Health, Labour and Welfare.
Currently, 148 kampo medicines are approved for reimbursement.
The 14th edition of the Japanese Pharmacopoeia (JP) (日本薬局方 Nihon yakkyokuhō) lists 165 herbal ingredients that are approved to be used in kampo remedies.
The most common herb  is Glycyrrhizae Radix (Chinese liquorice root).
Other common herbs are Zingiberis Rhizoma (ginger) (51 of 128 formulae) and Paeoniae Radix (Chinese peony root) (44 of 128 formulae).
""庶"" is usually substituted in Chinese and Japanese.
""梨"" or ""藜"" is usually substituted in Japanese.
The ""勿"" in ""藜"" should be replaced with ""刂"".The World of KampoTsumura Herb Handbook (in Japanese)
(ISBN 0-939616-42-4) Eastland Press Herb List Arranged by Pinyin
""Learner's Disney Character Dictionary of Chinese Medicine""Kampo list
Chinese classic herbal formula"
Herba Violae,Viola mandshurica,"Viola mandshurica is a perennial species of violet known by the common names dōng běi jǐn cài (zh:东北堇菜, meaning ""northeastern violet,"" in China),  jebikkot (ko:제비꽃, in Korea), and sumire (ja:菫, ja:スミレ in Japan, where V.
mandshurica among other species, are an essential part of the Korean Samjinnal festival celebrating the coming of spring.Named subgroups of v.
albo-variegata (also known under the commercial name ""Fuji Dawn"") features variegated leaves, with pale markings against the normal green, sometimes suffused with a pink tinge; these markings fade as the leaves age, and are typically gone by midsummer, but it remains a popular plant for home gardeners.
crassa is frequently seen in coastal areas, even on sandy beaches inhospitable to most Viola species; the name ""crassa"" comes from the Latin crassus, meaning thick, and refers to its shiny, coriaceous leaves which may be a factor in its ability to thrive in sandy soil and in full sun."
Litseae Fructus,Diplodia,Diplodia is a genus of anamorphic fungi in the family Botryosphaeriaceae.Index Fungorum
Magnoliae Flos,List of kampo herbs,"In 1967, the Japanese Ministry of Health, Labour and Welfare approved four kampo medicines for reimbursement under the National Health Insurance (NHI) program.
In 1976, 82 kampo medicines were approved by the Ministry of Health, Labour and Welfare.
Currently, 148 kampo medicines are approved for reimbursement.
The 14th edition of the Japanese Pharmacopoeia (JP) (日本薬局方 Nihon yakkyokuhō) lists 165 herbal ingredients that are approved to be used in kampo remedies.
The most common herb  is Glycyrrhizae Radix (Chinese liquorice root).
Other common herbs are Zingiberis Rhizoma (ginger) (51 of 128 formulae) and Paeoniae Radix (Chinese peony root) (44 of 128 formulae).
""庶"" is usually substituted in Chinese and Japanese.
""梨"" or ""藜"" is usually substituted in Japanese.
The ""勿"" in ""藜"" should be replaced with ""刂"".The World of KampoTsumura Herb Handbook (in Japanese)
(ISBN 0-939616-42-4) Eastland Press Herb List Arranged by Pinyin
""Learner's Disney Character Dictionary of Chinese Medicine""Kampo list
Chinese classic herbal formula"
Mylabris,Mylabris,"Mylabris is a genus of beetles in the family Meloidae, which is endemic to the Palearctic ecozone. The species-rich genus Hycleus (c. 430 spp.) was historically confused with Mylabris. It is superficially similar, but is centered on the Afrotropics.The genus contains the following species:Synopsis of the described Coleoptera of the World
Fauna Europaea"
Notoginseng Flos,Chinese herbology,"Thus, the term ""medicinal"" (instead of herb) is usually preferred as a translation for 药 (pinyin: yào).Research into the effectiveness of traditional Chinese herbal therapy is of poor quality and often tainted by bias, with little or no rigorous evidence of efficacy.
Each of the Five Flavors corresponds to one of the zàng organs, which in turn corresponds to one of the Five Phases: A flavor implies certain properties and presumed therapeutic ""actions"" of a substance: saltiness ""drains downward and softens hard masses""; sweetness is ""supplementing, harmonizing, and moistening""; pungent substances are thought to induce sweat and act on qi and blood; sourness tends to be astringent (涩; 澀) in nature; bitterness ""drains heat, purges the bowels, and eliminates dampness"".The rhizome of Coptis chinensis is one of the bitterest herbs used in Chinese medicine."
Pericarpium Citri Reticulatae,Baohe Wan,"Baohe Wan (Chinese: 保和丸) is a greyish-brown, slightly sour and astringent pill used in Traditional Chinese medicine to ""stimulate digestion, remove retained food and regulate the stomach function"". It is used in cases where there is ""retention of undigested food with epigastric and abdominal distension, foul belching, acid regurgitation and loss of appetite"".Chinese classic herbal formula
Bu Zhong Yi Qi Wan"
Pericarpium Citri Reticulatae Viride,Tongjing Wan,"Tongjing Wan (simplified Chinese: 痛经丸; traditional Chinese: 痛經丸) is a brownish-black pill used in Traditional Chinese medicine to ""promote blood flow, dispel cold, regulate menstruation and relieve pain"". It tastes slightly sweet and bitter. It is used where there is ""abdominal pain during menstruation due to stagnation of blood by cold "". Tongjing Wan is to be taken before menstruation.Chinese classic herbal formula
Bu Zhong Yi Qi Wan"
Pericarpium Zanthoxyli,List of kampo herbs,"In 1967, the Japanese Ministry of Health, Labour and Welfare approved four kampo medicines for reimbursement under the National Health Insurance (NHI) program.
In 1976, 82 kampo medicines were approved by the Ministry of Health, Labour and Welfare.
Currently, 148 kampo medicines are approved for reimbursement.
The 14th edition of the Japanese Pharmacopoeia (JP) (日本薬局方 Nihon yakkyokuhō) lists 165 herbal ingredients that are approved to be used in kampo remedies.
The most common herb  is Glycyrrhizae Radix (Chinese liquorice root).
Other common herbs are Zingiberis Rhizoma (ginger) (51 of 128 formulae) and Paeoniae Radix (Chinese peony root) (44 of 128 formulae).
""庶"" is usually substituted in Chinese and Japanese.
""梨"" or ""藜"" is usually substituted in Japanese.
The ""勿"" in ""藜"" should be replaced with ""刂"".The World of KampoTsumura Herb Handbook (in Japanese)
(ISBN 0-939616-42-4) Eastland Press Herb List Arranged by Pinyin
""Learner's Disney Character Dictionary of Chinese Medicine""Kampo list
Chinese classic herbal formula"
Perilla Frutescens,Perilla Frutescens,"Various perilla varieties are traditionally used by local people, the leaves are used as a vegetable and the seeds supply nutritious cooking oil.
In the United States, perilla is a weed pest, toxic to cattle after ingestion.The plant was introduced into Korea before the Unified Silla era, when it started to be widely cultivated.In its natural state, the yield of perilla leaves and seeds is not high.
Manipuri cuisine uses the ground roasted seed in a salad locally known as 'singju'.Having a distinctive nutty aroma and taste, the oil pressed from the toasted perilla seeds is used as a flavor enhancer, condiment, and a cooking oil in Korean cuisine.
A local preparation in Fukushima Prefecture, called shingorō, consists of half-pounded non-glutinous rice patties, which are skewered, smeared with miso, blended with roasted and ground jūnen seeds, and roasted over charcoal.In Korean cuisine, kkaennip or perilla leaves are widely used as a herb and a vegetable."
